********************************************************************************
Field Output Report, written Wed Jul 05 10:41:20 2017

Source 1
---------

   ODB: D:/Abaqus_working/3D_SHEAR_ELASTIC_elem_20_160x120x120mm_intp_2_DIRECT.odb
   Step: Load
   Frame: Increment      5: Step Time =    5.000

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: RECTANGULARINSTANCE

    Node Label          U.U1          U.U2          U.U3
                      @Loc 1        @Loc 1        @Loc 1
---------------------------------------------------------
           382     66.43E-18     706.6E-03    -16.23E-18
           383     144.1E-03     708.0E-03    -21.85E-03
           384     385.2E-03     761.1E-03    -39.06E-03
           385     940.9E-03     935.9E-03    -46.99E-03
           386    -939.5E-03     936.9E-03     3.382E-33
           387    -383.9E-03     760.9E-03     5.580E-33
           388    -143.4E-03     707.0E-03     2.294E-33
           389     5.304E-18     705.5E-03    -344.9E-36
           390     143.4E-03     707.0E-03    -3.072E-33
           391     383.9E-03     760.9E-03    -6.384E-33
           392     939.5E-03     936.9E-03    -3.382E-33
           393           -0.            0.     784.2E-03
           394     8.265E-33    -5.750E-33     508.5E-03
           395     4.894E-33    -5.138E-33     251.5E-03
           396     2.690E-33    -4.180E-33    -123.3E-18
           397    -1.116E-33    -3.034E-33    -251.5E-03
           398    -7.300E-33     216.7E-36    -508.5E-03
           399            0.            0.    -784.2E-03
           400     5.419E-33     3.083E-33     495.5E-03
           401     23.48E-33    -7.853E-33     373.2E-03
           402     10.54E-33    -10.28E-33     193.0E-03
           403     2.001E-33    -9.543E-33    -23.34E-18
           404    -8.245E-33    -8.268E-33    -193.0E-03
           405    -23.75E-33    -1.270E-33    -373.2E-03
           406    -5.419E-33     3.083E-33    -495.5E-03
           407     5.435E-33     3.249E-33     316.1E-03
           408     25.39E-33    -8.711E-33     251.7E-03
           409     11.44E-33    -11.27E-33     134.7E-03
           410     2.253E-33    -10.28E-33    -51.25E-18
           411    -8.673E-33    -8.832E-33    -134.7E-03
           412    -24.49E-33    -746.3E-36    -251.7E-03
           413    -5.435E-33     3.249E-33    -316.1E-03
           414     5.353E-33     3.366E-33     195.6E-03
           415     26.03E-33    -8.955E-33     160.2E-03
           416     11.74E-33    -11.58E-33     87.68E-03
           417     2.316E-33    -10.49E-33    -30.13E-18
           418    -8.846E-33    -8.968E-33    -87.68E-03
           419    -24.73E-33    -610.1E-36    -160.2E-03
           420    -5.353E-33     3.366E-33    -195.6E-03
           421     5.343E-33     3.390E-33     112.1E-03
           422     26.24E-33    -8.985E-33     93.23E-03
           423     11.84E-33    -11.68E-33     51.80E-03
           424     2.333E-33    -10.57E-33    -48.76E-18
           425    -8.903E-33    -9.014E-33    -51.80E-03
           426    -24.80E-33    -599.7E-36    -93.23E-03
           427    -5.343E-33     3.390E-33    -112.1E-03
           428     5.355E-33     3.376E-33     50.86E-03
           429     26.32E-33    -8.988E-33     42.65E-03
           430     11.88E-33    -11.75E-33     23.88E-03
           431     2.341E-33    -10.64E-33    -37.28E-18
           432    -8.922E-33    -9.086E-33    -23.88E-03
           433    -24.82E-33    -649.9E-36    -42.65E-03
           434    -5.355E-33     3.376E-33    -50.86E-03
           435           -0.            0.           -0.
           436     9.301E-33    -5.761E-33     1.351E-33
           437     4.958E-33    -4.830E-33     345.5E-36
           438     2.347E-33    -3.592E-33    -458.2E-36
           439    -1.990E-33    -2.194E-33    -1.637E-33
           440    -7.770E-33     2.504E-33    -3.682E-33
           441           -0.            0.            0.
           442    -904.8E-03         7.215    -556.1E-03
           443    -577.7E-03         7.262    -401.1E-03
           444    -364.7E-03         7.341    -395.9E-03
           445    -505.3E-03         7.399    -555.9E-03
           446            0.            8.    -661.5E-03
           447    -31.88E-33            8.    -444.4E-03
           448    -42.75E-33            8.    -453.4E-03
           449            0.            8.    -625.3E-03
           450    -154.3E-03         7.810    -494.1E-03
           451    -450.4E-03         7.700    -740.0E-03
           452    -184.7E-03         7.701    -363.1E-03
           453    -505.0E-03         7.573    -487.9E-03
           454    -240.6E-03         7.324    -257.6E-03
           455    -132.8E-03         7.374    -201.4E-03
           456    -196.2E-03         7.460    -341.5E-03
           457            0.            8.    -380.2E-03
           458    -19.19E-33            8.    -223.0E-03
           459    -19.13E-33            8.    -285.9E-03
           460    -59.17E-03         7.811    -246.4E-03
           461    -74.52E-03         7.700    -187.9E-03
           462    -66.96E-03         7.331    -87.62E-03
           463     136.4E-18         7.373    -62.79E-18
           464    -52.58E-03         7.468    -112.9E-03
           465            0.            8.    -125.0E-03
           466    -9.899E-33            8.     81.99E-18
           467    -5.438E-33            8.    -96.95E-03
           468    -186.7E-18         7.806     142.5E-18
           469     63.91E-18         7.695    -24.90E-18
           470     66.96E-03         7.331     87.62E-03
           471     132.8E-03         7.374     201.4E-03
           472     52.58E-03         7.468     112.9E-03
           473           -0.            8.     125.0E-03
           474     1.989E-33            8.     223.0E-03
           475     5.438E-33            8.     96.95E-03
           476     59.17E-03         7.811     246.4E-03
           477     74.52E-03         7.700     187.9E-03
           478     240.6E-03         7.324     257.6E-03
           479     364.7E-03         7.341     395.9E-03
           480     196.2E-03         7.460     341.5E-03
           481            0.            8.     380.2E-03
           482     23.47E-33            8.     444.4E-03
           483     19.13E-33            8.     285.9E-03
           484     154.3E-03         7.810     494.1E-03
           485     184.7E-03         7.701     363.1E-03
           486     577.7E-03         7.262     401.1E-03
           487     904.8E-03         7.215     556.1E-03
           488     505.3E-03         7.399     555.9E-03
           489           -0.            8.     661.5E-03
           490           -0.            8.     625.3E-03
           491     42.75E-33            8.     453.4E-03
           492     450.4E-03         7.700     740.0E-03
           493     505.0E-03         7.573     487.9E-03
           494    -941.5E-03         7.124    -367.4E-03
           495    -589.3E-03         7.212    -267.9E-03
           496    -393.2E-03         7.268    -279.0E-03
           497    -37.02E-33            8.    -308.9E-03
           498    -44.41E-33            8.    -295.6E-03
           499            0.            8.    -395.1E-03
           500    -188.1E-03         7.685    -245.7E-03
           501    -516.0E-03         7.539    -310.8E-03
           502    -249.8E-03         7.284    -178.7E-03
           503    -148.0E-03         7.306    -147.2E-03
           504    -22.61E-33            8.    -162.9E-03
           505    -20.11E-33            8.    -197.1E-03
           506    -77.99E-03         7.685    -131.5E-03
           507    -70.57E-03         7.293    -62.05E-03
           508     133.2E-18         7.304    -86.59E-18
           509    -11.74E-33            8.    -284.0E-18
           510    -5.768E-33            8.    -68.38E-03
           511     6.674E-18         7.680    -431.4E-18
           512     70.57E-03         7.293     62.05E-03
           513     148.0E-03         7.306     147.2E-03
           514     1.696E-33            8.     162.9E-03
           515     5.768E-33            8.     68.38E-03
           516     77.99E-03         7.685     131.5E-03
           517     249.8E-03         7.284     178.7E-03
           518     393.2E-03         7.268     279.0E-03
           519     24.33E-33            8.     308.9E-03
           520     20.11E-33            8.     197.1E-03
           521     188.1E-03         7.685     245.7E-03
           522     589.3E-03         7.212     267.9E-03
           523     941.5E-03         7.124     367.4E-03
           524           -0.            8.     395.1E-03
           525     44.41E-33            8.     295.6E-03
           526     516.0E-03         7.539     310.8E-03
           527    -949.4E-03         7.087    -232.2E-03
           528    -586.5E-03         7.196    -168.6E-03
           529    -395.4E-03         7.245    -184.2E-03
           530    -38.40E-33            8.    -202.2E-03
           531    -44.97E-33            8.    -184.6E-03
           532            0.            8.    -249.8E-03
           533    -185.7E-03         7.681    -156.4E-03
           534    -517.1E-03         7.523    -192.3E-03
           535    -248.0E-03         7.276    -115.8E-03
           536    -149.7E-03         7.289    -99.83E-03
           537    -23.33E-33            8.    -109.7E-03
           538    -20.47E-33            8.    -127.1E-03
           539    -77.30E-03         7.683    -85.71E-03
           540    -70.22E-03         7.288    -40.80E-03
           541     148.4E-18         7.288    -87.32E-18
           542    -11.89E-33            8.    -259.2E-18
           543    -5.891E-33            8.    -44.76E-03
           544     9.134E-18         7.678     21.33E-18
           545     70.22E-03         7.288     40.80E-03
           546     149.7E-03         7.289     99.83E-03
           547     2.013E-33            8.     109.7E-03
           548     5.891E-33            8.     44.76E-03
           549     77.30E-03         7.683     85.71E-03
           550     248.0E-03         7.276     115.8E-03
           551     395.4E-03         7.245     184.2E-03
           552     24.89E-33            8.     202.2E-03
           553     20.47E-33            8.     127.1E-03
           554     185.7E-03         7.681     156.4E-03
           555     586.5E-03         7.196     168.6E-03
           556     949.4E-03         7.087     232.2E-03
           557           -0.            8.     249.8E-03
           558     44.97E-33            8.     184.6E-03
           559     517.1E-03         7.523     192.3E-03
           560    -946.9E-03         7.072    -139.2E-03
           561    -581.2E-03         7.191    -97.51E-03
           562    -391.2E-03         7.239    -113.4E-03
           563    -38.77E-33            8.    -124.0E-03
           564    -45.16E-33            8.    -106.5E-03
           565            0.            8.    -150.0E-03
           566    -182.6E-03         7.680    -91.12E-03
           567    -514.9E-03         7.516    -110.1E-03
           568    -244.1E-03         7.276    -68.13E-03
           569    -147.5E-03         7.288    -62.54E-03
           570    -23.44E-33            8.    -68.51E-03
           571    -20.61E-33            8.    -74.57E-03
           572    -75.81E-03         7.685    -50.66E-03
           573    -68.94E-03         7.290    -24.24E-03
           574    -32.86E-18         7.289     27.00E-18
           575    -11.82E-33            8.    -205.3E-18
           576    -5.936E-33            8.    -26.54E-03
           577    -51.77E-18         7.681    -95.29E-18
           578     68.94E-03         7.290     24.24E-03
           579     147.5E-03         7.288     62.54E-03
           580     2.187E-33            8.     68.51E-03
           581     5.936E-33            8.     26.54E-03
           582     75.81E-03         7.685     50.66E-03
           583     244.1E-03         7.276     68.13E-03
           584     391.2E-03         7.239     113.4E-03
           585     25.06E-33            8.     124.0E-03
           586     20.61E-33            8.     74.57E-03
           587     182.6E-03         7.680     91.12E-03
           588     581.2E-03         7.191     97.51E-03
           589     946.9E-03         7.072     139.2E-03
           590           -0.            8.     150.0E-03
           591     45.16E-33            8.     106.5E-03
           592     514.9E-03         7.516     110.1E-03
           593    -942.6E-03         7.066    -73.47E-03
           594    -577.2E-03         7.189    -44.41E-03
           595    -386.8E-03         7.239    -60.79E-03
           596    -38.81E-33            8.    -66.38E-03
           597    -45.25E-33            8.    -48.45E-03
           598            0.            8.    -79.41E-03
           599    -180.3E-03         7.681    -41.69E-03
